orderId,productId,quantity,price
ORD71,PROD5,3,17.55064289420816
ORD72,PROD6,3,70.35173851870655
ORD73,PROD9,1,70.97838760154562
ORD74,PROD1,4,47.751786606706084
ORD75,PROD10,10,43.46279612686184
ORD76,PROD5,2,98.26877349112486
ORD77,PROD4,3,81.71619467793869
ORD78,PROD8,7,71.6114188571604
ORD79,PROD3,2,24.78796231039667
ORD80,PROD8,3,29.8212010664414
ORD81,PROD10,9,87.08628139028738
ORD82,PROD7,1,90.06455514599149
ORD83,PROD6,7,68.95664470119121
ORD84,PROD8,7,64.09090745499527
ORD85,PROD5,4,90.61578070007475
ORD86,PROD4,3,85.98034576804537
ORD87,PROD3,10,88.84316448138676
ORD88,PROD6,9,38.564560810369386
ORD89,PROD4,2,92.2482765389781
ORD90,PROD8,5,85.47690236449039
ORD91,PROD8,4,60.160306723497584
ORD92,PROD1,3,70.172214019884
ORD93,PROD8,10,62.22801787034216
ORD94,PROD10,3,45.454333562946644
ORD95,PROD9,7,60.670978396713565
ORD96,PROD6,2,17.05893183652475
ORD97,PROD6,6,14.789419496602294
ORD98,PROD4,3,52.66161775905722
ORD99,PROD7,7,57.81845506459598
ORD100,PROD10,2,73.31602411496627
ORD101,PROD8,3,69.50344185269807
ORD102,PROD8,7,97.77382322070935
ORD103,PROD2,3,63.87677046036574
ORD104,PROD3,3,61.39842031097113
ORD105,PROD7,1,50.63237530556785
ORD106,PROD9,8,60.456290637541436
ORD107,PROD10,4,40.222796755737726
ORD108,PROD9,2,49.454775724004506
ORD109,PROD7,5,87.34461516479467
ORD110,PROD4,5,23.892302378541416
ORD111,PROD5,5,34.831609272083966
ORD112,PROD10,8,83.29686408835953
ORD113,PROD6,9,10.140996510390593
ORD114,PROD5,9,69.75081938220725
ORD115,PROD1,4,69.59665998055006
ORD116,PROD1,5,85.23479670121496
ORD117,PROD2,6,41.344216704743395
ORD118,PROD6,2,77.07084682244907
ORD119,PROD2,3,36.57636762150504
ORD120,PROD1,10,94.50466091439843
ORD121,PROD1,4,80.00295425729618
ORD122,PROD10,3,71.038986005375
ORD123,PROD2,5,64.76863873166533
ORD124,PROD10,1,56.515133600978615
ORD125,PROD9,6,34.062203191804194
ORD126,PROD5,4,70.13673028737875
ORD127,PROD4,1,41.51491198657097
ORD128,PROD9,10,10.63961481424983
ORD129,PROD8,4,75.15142554976909
ORD130,PROD10,1,22.6340913034181
ORD131,PROD6,8,55.13529580259208
ORD132,PROD7,7,18.780463401770184
ORD133,PROD5,4,73.84203782713402
ORD134,PROD9,6,85.9060871443641
ORD135,PROD7,1,37.89632522147042
ORD136,PROD6,3,99.43188985030051
ORD137,PROD6,8,15.725852082750313
ORD138,PROD7,9,84.5486633496087
ORD139,PROD10,6,60.9129408786344
ORD140,PROD4,3,94.46806063166295
ORD141,PROD1,4,71.16597209299727
ORD142,PROD1,5,65.77064473848375
ORD143,PROD8,5,55.086223454367556
ORD144,PROD3,8,48.382998159113164
ORD145,PROD1,2,94.07175657388679
ORD146,PROD7,2,23.038209150960324
ORD147,PROD5,8,94.67845891642594
ORD148,PROD4,10,82.20881251933442
ORD149,PROD6,10,57.54939074872174
ORD150,PROD7,5,31.448522024869394
ORD151,PROD6,9,62.627107515767776
ORD152,PROD2,1,26.838856465722102
ORD153,PROD3,8,76.77962128569806
ORD154,PROD9,1,80.80904366723259
ORD155,PROD7,5,59.199204234780694
ORD156,PROD5,7,92.9823270975741
ORD157,PROD9,4,41.974232763893454
ORD158,PROD7,5,84.89908310337505
ORD159,PROD4,1,58.08779784783481
ORD160,PROD10,5,97.47691845134861
ORD161,PROD3,9,76.76282538589894
ORD162,PROD1,4,27.89017942829171
ORD163,PROD7,1,36.55195562299471
ORD164,PROD5,7,98.18606787462001
ORD165,PROD1,10,89.8614486262066
ORD166,PROD9,2,51.40184766356485
ORD167,PROD1,9,28.701917355389764
ORD168,PROD1,2,92.20734609416175
ORD169,PROD7,8,40.37465925078925
ORD170,PROD2,3,38.169270714856424
ORD171,PROD3,3,23.530943865986785
ORD172,PROD7,3,54.61858414020616
ORD173,PROD1,3,39.582556385329
ORD174,PROD10,5,70.79948449155702
ORD175,PROD2,4,11.795445667920916
ORD176,PROD3,10,87.48826625119013
ORD177,PROD6,5,64.56438151354527
ORD178,PROD4,9,16.592633089749125
ORD179,PROD4,9,58.344929558054226
ORD180,PROD5,9,21.37678125048408
ORD181,PROD2,5,71.5102166370643
ORD182,PROD10,1,21.90484579393208
ORD183,PROD4,2,29.003336095425073
ORD184,PROD4,9,84.05507157769746
ORD185,PROD5,7,59.072354396682876
ORD186,PROD8,10,32.02931078701002
ORD187,PROD6,7,63.60334528684054
ORD188,PROD10,4,43.66725972556498
ORD189,PROD9,2,14.60791429015644
ORD190,PROD2,1,75.07207921907914
ORD191,PROD1,9,29.275182537587632
ORD192,PROD4,1,16.063799982186335
ORD193,PROD3,6,58.66423654157191
ORD194,PROD10,3,10.799216769307483
ORD195,PROD10,2,80.59151090469476
ORD196,PROD4,1,28.531726512444152
ORD197,PROD4,4,45.55866597891366
ORD198,PROD1,3,77.9317927655472
ORD199,PROD3,6,65.66996786225721
ORD200,PROD3,1,44.64856244217937
ORD201,PROD10,4,60.40422998224116
ORD202,PROD2,3,85.86533673646542
ORD203,PROD1,6,39.83489573588411
ORD204,PROD7,7,17.486446897351495
ORD205,PROD10,5,35.43281816522048
ORD206,PROD1,10,69.29028263568485
ORD207,PROD7,9,30.939858213945456
ORD208,PROD7,9,10.893042650106082
ORD209,PROD4,2,60.96740473280226
ORD210,PROD10,10,26.68998300351031
ORD211,PROD10,8,12.952456553407345
ORD212,PROD1,7,91.07578735894721
ORD213,PROD1,3,18.89488429741438
ORD214,PROD6,2,76.19283811616599
ORD215,PROD5,8,76.90307074499445
ORD216,PROD8,10,73.21605574880309
ORD217,PROD6,4,68.99107483695488
ORD218,PROD10,5,44.755127081984824
ORD219,PROD10,9,90.79902919718401
ORD220,PROD9,9,40.33979370652572
ORD221,PROD10,9,30.94946327081894
ORD222,PROD6,9,49.151082581714086
ORD223,PROD3,9,52.605803370023374
ORD224,PROD4,5,54.171169509388584
ORD225,PROD5,7,47.46524264337969
ORD226,PROD8,10,49.74678078967651
ORD227,PROD10,3,22.896786574112696
ORD228,PROD7,2,20.19584808912407
ORD229,PROD9,5,76.22620901508216
ORD230,PROD7,7,70.53440359565278
ORD231,PROD2,6,76.27321112095252
ORD232,PROD5,10,61.660389963168114
ORD233,PROD8,10,11.162095884316825
ORD234,PROD6,2,11.403448016986108
ORD235,PROD5,6,13.155763710550406
ORD236,PROD4,9,69.73439079393782
ORD237,PROD7,9,95.8038666310218
ORD238,PROD3,1,71.12542852138654
ORD239,PROD8,5,36.04947268850135
ORD240,PROD7,10,89.56190277039215
ORD241,PROD2,1,54.10458504997274
ORD242,PROD2,9,32.028639773860554
ORD243,PROD8,9,16.88343041119777
ORD244,PROD4,5,74.42868738802872
ORD245,PROD6,9,66.57337038311172
ORD246,PROD2,3,89.83956643193137
ORD247,PROD2,6,44.52689149432323
ORD248,PROD7,3,82.77188977188092
ORD249,PROD3,8,82.07404686059024
ORD250,PROD2,9,84.66744782342494
ORD251,PROD4,6,14.083344381450456
ORD252,PROD7,9,35.25867406038488
ORD253,PROD3,9,98.14000690037093
ORD254,PROD6,9,41.60862369356988
ORD255,PROD9,6,92.06408158519626
ORD256,PROD3,9,61.660394571978586
ORD257,PROD5,8,15.156894623301504
ORD258,PROD4,7,91.94717623176116
ORD259,PROD4,9,44.04285866167894
ORD260,PROD5,1,59.74886305942241
ORD261,PROD10,8,32.26463218626667
ORD262,PROD5,1,28.42845768436183
ORD263,PROD4,1,23.89319878668683
ORD264,PROD6,4,80.94126196327015
ORD265,PROD7,1,55.33037882652563
ORD266,PROD2,3,30.582048938744133
ORD267,PROD1,6,46.20988672619788
ORD268,PROD1,2,29.920300849853753
ORD269,PROD6,10,29.843967248064942
ORD270,PROD8,5,68.57072162113778
ORD271,PROD6,7,66.0162472911376
ORD272,PROD2,4,67.9561263826277
ORD273,PROD2,7,74.08739852589508
ORD274,PROD10,5,16.54196719839768
ORD275,PROD5,7,92.35873664631339
ORD276,PROD1,9,72.15660379935628
ORD277,PROD2,9,30.429932783045807
ORD278,PROD2,6,98.95864752134806
ORD279,PROD10,5,54.89044223396451
ORD280,PROD6,8,35.37248225564642
ORD281,PROD3,2,55.100378944412995
ORD282,PROD4,5,55.88533633478542
ORD283,PROD5,6,65.045010964687
ORD284,PROD6,1,73.98404658460746
ORD285,PROD3,3,19.288074554106572
ORD286,PROD1,4,25.706909544558854
ORD287,PROD3,4,25.902631611023804
ORD288,PROD8,2,83.2957939846784
ORD289,PROD2,4,16.924219980707147
ORD290,PROD3,9,46.25595041404839
ORD291,PROD5,1,87.34955551720992
ORD292,PROD3,7,92.76570935165718
ORD293,PROD10,2,66.99502379891624
ORD294,PROD10,8,47.82553619763968
ORD295,PROD6,4,45.63279161864694
ORD296,PROD3,9,55.79569050746527
ORD297,PROD8,1,90.73830020267869
ORD298,PROD1,6,74.04394757308211
ORD299,PROD10,3,38.911486036134505
ORD300,PROD6,9,81.30969905333887
ORD301,PROD8,9,96.57504296403982
ORD302,PROD3,3,39.087898896284415
ORD303,PROD8,2,52.906577311432
ORD304,PROD10,6,66.84619949936851
ORD305,PROD3,8,78.12753833820233
ORD306,PROD9,4,62.21081521773338
ORD307,PROD2,4,93.25027174734308
ORD308,PROD5,10,55.391425517704064
ORD309,PROD4,10,53.17561183703187
ORD310,PROD9,10,13.062746708014636
ORD311,PROD6,8,23.63692656613508
ORD312,PROD3,10,50.680072851721235
ORD313,PROD9,3,63.90252366226658
ORD314,PROD4,10,73.77846587763662
ORD315,PROD4,8,71.37687126788836
ORD316,PROD10,2,28.18994364686892
ORD317,PROD7,1,71.2821057090226
ORD318,PROD6,10,96.31031879262123
ORD319,PROD3,6,54.45475154982669
ORD320,PROD4,2,91.55714106494158
ORD321,PROD5,2,58.95871058668788
ORD322,PROD10,7,55.982384388241876
ORD323,PROD5,8,86.69395366086587
ORD324,PROD7,1,26.638349005779553
ORD325,PROD4,10,54.4715005242279
ORD326,PROD1,5,54.742512411819696
ORD327,PROD4,3,50.12866740089392
ORD328,PROD5,2,47.94676294108103
ORD329,PROD5,7,68.17467275853313
ORD330,PROD4,6,60.088810860765314
ORD331,PROD2,1,96.18515703840832
ORD332,PROD4,3,54.68825563464342
ORD333,PROD9,7,62.70517005995213
ORD334,PROD10,8,38.14710986088055
ORD335,PROD2,9,49.773792321053406
ORD336,PROD4,5,46.124309555552465
ORD337,PROD1,10,88.3494240433253
ORD338,PROD7,10,81.87601643700344
ORD339,PROD8,1,22.89342293428054
ORD340,PROD9,4,48.488309816921024
ORD341,PROD5,3,22.16072886897789
ORD342,PROD5,10,67.87607438051873
ORD343,PROD1,3,66.8496197489275
ORD344,PROD7,2,88.18172743503892
ORD345,PROD8,4,81.17878024149427
ORD346,PROD1,4,17.779622878696884
ORD347,PROD10,7,44.68839638779095
ORD348,PROD4,7,48.47678875319254
ORD349,PROD2,2,62.60294445367181
ORD350,PROD6,10,22.69790499075797
ORD351,PROD10,4,27.946935122540854
ORD352,PROD6,6,79.45216551888139
ORD353,PROD7,5,56.27082926385039
ORD354,PROD2,4,51.701989460772175
ORD355,PROD3,9,14.322884362944972
ORD356,PROD5,10,93.38825933046597
ORD357,PROD9,2,87.2937126368361
ORD358,PROD3,1,77.81406030505408
ORD359,PROD3,5,35.36381411111195
ORD360,PROD6,4,50.34865316345258
ORD361,PROD9,1,39.20040717158621
ORD362,PROD4,9,77.48566247459635
ORD363,PROD10,9,35.77836512676549
ORD364,PROD5,6,61.17427485870247
ORD365,PROD8,9,60.4410887532309
ORD366,PROD6,6,22.039431878661826
ORD367,PROD5,9,98.47066543576494
ORD368,PROD4,6,77.61684729442777
ORD369,PROD3,8,59.60268803971895
ORD370,PROD5,10,92.05089203510947
ORD371,PROD6,6,81.89958144384082
ORD372,PROD3,2,41.838173477022906
ORD373,PROD10,3,67.18738740226041
ORD374,PROD7,9,18.146890560574093
ORD375,PROD6,2,98.86435113622284
ORD376,PROD6,1,40.00184401308671
ORD377,PROD3,4,24.305794437210587
ORD378,PROD3,7,74.19719942802928
ORD379,PROD10,6,48.318180706726174
ORD380,PROD5,2,27.183902457191046
ORD381,PROD10,4,11.136344726852561
ORD382,PROD10,7,61.37589310854083
ORD383,PROD1,1,34.31135679083927
ORD384,PROD9,6,63.32904728057203
ORD385,PROD3,2,60.50250697837922
ORD386,PROD10,6,24.069018466456548
ORD387,PROD9,7,18.66542547152764
ORD388,PROD2,1,42.47892942462837
ORD389,PROD5,4,74.41934388908422
ORD390,PROD7,1,71.10515107882412
ORD391,PROD9,2,46.480035159297856
ORD392,PROD8,4,79.99910742059673
ORD393,PROD2,6,23.961002537615094
ORD394,PROD9,4,28.285394093074927
ORD395,PROD3,1,66.07395897596672
ORD396,PROD8,1,45.03121166321368
ORD397,PROD9,10,95.30069100205938
ORD398,PROD7,9,30.68936400234659
ORD399,PROD9,3,97.46190648417277
ORD400,PROD5,10,77.89691133569016
ORD401,PROD8,8,17.274684829865308
ORD402,PROD7,3,35.73374962733351
ORD403,PROD7,8,85.96864374483624
ORD404,PROD8,2,84.68020808116565
ORD405,PROD4,6,68.32197303399616
ORD406,PROD8,9,40.4600014245309
ORD407,PROD8,4,60.08202014521636
ORD408,PROD1,10,93.7146465652066
ORD409,PROD5,4,73.15105170105028
ORD410,PROD6,10,19.02770187049229
ORD411,PROD9,9,65.14644713131
ORD412,PROD8,9,51.2019881527408
ORD413,PROD3,8,11.98546750967114
ORD414,PROD5,8,58.89017873583164
ORD415,PROD1,8,86.99838236023952
ORD416,PROD8,7,85.68892242129031
ORD417,PROD8,2,37.73964941983082
ORD418,PROD5,2,26.62895558448654
ORD419,PROD6,7,22.145410674479592
ORD420,PROD1,3,43.62837279217847
ORD421,PROD3,5,58.97660870308688
ORD422,PROD8,6,96.92355370276381
ORD423,PROD9,7,43.590447920928
ORD424,PROD10,3,90.75195289666274
ORD425,PROD1,7,58.99906099709797
ORD426,PROD2,7,80.63325119307198
ORD427,PROD4,6,23.90266236943169
ORD428,PROD9,2,56.48015208689346
ORD429,PROD6,3,93.92552976737802
ORD430,PROD1,6,10.467326177355108
ORD431,PROD5,3,29.63666188199761
ORD432,PROD9,2,81.0968006736796
ORD433,PROD5,8,15.102993576754042
ORD434,PROD10,2,55.2203771046393
ORD435,PROD8,5,53.70150202471639
ORD436,PROD6,4,17.914369831632985
ORD437,PROD4,2,63.7076586737314
ORD438,PROD7,5,16.049266553721925
ORD439,PROD8,8,54.78108808406185
ORD440,PROD3,2,15.156690951837142
ORD441,PROD9,3,87.88538778427579
ORD442,PROD7,4,30.76824464504102
ORD443,PROD6,2,45.40754160229631
ORD444,PROD4,7,44.78564871205957
ORD445,PROD4,4,15.283378017604246
ORD446,PROD4,9,84.63883399202403
ORD447,PROD1,6,82.78907019547972
ORD448,PROD6,5,37.99838235323491
ORD449,PROD10,4,96.32462614656887
ORD450,PROD2,6,88.6310235887743
ORD451,PROD1,8,38.99392132709623
ORD452,PROD5,2,59.62161179359731
ORD453,PROD1,3,86.0767547272106
ORD454,PROD4,5,58.63233545948359
ORD455,PROD7,5,39.59198092902079
ORD456,PROD10,6,66.12959825875602
ORD457,PROD6,9,65.06677419844041
ORD458,PROD7,5,41.58134164128046
ORD459,PROD5,9,52.35557139130156
ORD460,PROD7,2,74.51233393086821
ORD461,PROD2,1,41.893310840528926
ORD462,PROD9,3,87.00216515105127
ORD463,PROD2,5,10.121021211868724
ORD464,PROD3,5,61.72052058662197
ORD465,PROD1,3,92.98790456710877
ORD466,PROD8,10,44.91655256622751
ORD467,PROD1,2,74.41255211046648
ORD468,PROD2,5,16.91387741245115
ORD469,PROD1,10,27.376889665563883
ORD470,PROD10,9,73.6100860682412
ORD471,PROD7,7,38.93007802614302
ORD472,PROD3,7,51.23936277712813
ORD473,PROD2,4,16.79547788321269
ORD474,PROD3,6,63.22905351175989
ORD475,PROD10,6,44.50243833326651
ORD476,PROD8,3,42.36587496058965
ORD477,PROD9,3,54.00555362139751
ORD478,PROD2,7,73.68460136534458
ORD479,PROD8,9,29.607659024849482
ORD480,PROD2,5,23.501971692140987
ORD481,PROD4,7,84.66877984776734
ORD482,PROD8,9,37.84067768725366
ORD483,PROD1,3,43.06179034968763
ORD484,PROD3,2,29.12318891959511
ORD485,PROD10,2,70.62656136924053
ORD486,PROD3,9,63.46236114828955
ORD487,PROD2,7,57.977879112826095
ORD488,PROD6,9,22.135526155134755
ORD489,PROD2,2,74.9384271955603
ORD490,PROD1,4,79.90113489793445
ORD491,PROD9,5,18.596661006232857
ORD492,PROD7,7,99.70162852803495
ORD493,PROD7,9,31.530403446363326
ORD494,PROD9,2,27.993645629834784
ORD495,PROD9,8,64.09050502765479
ORD496,PROD5,4,27.45628049924381
ORD497,PROD7,3,54.80493383780811
ORD498,PROD2,2,14.150538158836913
ORD499,PROD8,5,85.94218931956541
ORD500,PROD10,3,54.33772058083962
ORD501,PROD4,6,97.06390512008639
ORD502,PROD4,10,52.11191190060381
ORD503,PROD6,4,48.000077366554116
ORD504,PROD1,10,32.76137122824176
ORD505,PROD1,1,34.09634590125262
ORD506,PROD9,3,28.345967437790886
ORD507,PROD4,1,90.8112370026918
ORD508,PROD3,2,11.362547562926132
ORD509,PROD6,9,21.782372992500843
ORD510,PROD4,8,99.56739828099005
ORD511,PROD4,6,94.33408390771531
ORD512,PROD5,3,90.03468611989496
ORD513,PROD8,9,89.06492219436836
ORD514,PROD6,4,43.352108748912954
ORD515,PROD10,9,15.632100760745473
ORD516,PROD10,8,49.489665994830425
ORD517,PROD10,3,25.140839670652063
ORD518,PROD4,3,65.32479094779814
ORD519,PROD2,5,90.65019830767868
ORD520,PROD7,10,10.066804488869725
ORD521,PROD7,5,11.22290368657741
ORD522,PROD1,1,98.89595719721491
ORD523,PROD6,1,11.675280910355498
ORD524,PROD6,5,67.01705604003462
ORD525,PROD9,10,39.72432804757245
ORD526,PROD5,10,56.02496021169638
ORD527,PROD4,3,84.58257813978038
ORD528,PROD8,8,21.98899318649147
ORD529,PROD9,8,56.217316344634604
ORD530,PROD8,3,89.98557928046354
ORD531,PROD8,3,12.469312357570667
ORD532,PROD4,10,82.94315400651229
ORD533,PROD3,4,82.01721364877702
ORD534,PROD9,10,43.610742976151485
ORD535,PROD4,6,64.77723903747574
ORD536,PROD3,1,97.22126034901238
ORD537,PROD7,8,47.74385627649774
ORD538,PROD8,8,68.99292841332112
ORD539,PROD9,1,53.50566262820473
ORD540,PROD6,8,34.99694561426759
ORD541,PROD2,7,80.71162804728044
ORD542,PROD9,9,17.11681362263758
ORD543,PROD5,3,20.61646269774715
ORD544,PROD2,2,52.83448097598518
ORD545,PROD1,10,31.499836395562724
ORD546,PROD9,2,78.40074518972314
ORD547,PROD9,1,83.23268957452802
ORD548,PROD1,5,19.58211667610678
ORD549,PROD9,3,17.554936204195776
ORD550,PROD9,4,47.623589007386855
ORD551,PROD2,6,55.732309152583234
ORD552,PROD2,8,29.326578916040937
ORD553,PROD10,4,94.17618186477122
ORD554,PROD8,2,99.21350147980493
ORD555,PROD1,8,30.33865540554417
ORD556,PROD10,7,28.6352699088217
ORD557,PROD5,3,65.73626694779509
ORD558,PROD8,2,41.375219202205514
ORD559,PROD7,3,60.30914546618403
ORD560,PROD10,4,37.81277665945935
ORD561,PROD3,7,22.48850315433718
ORD562,PROD7,6,70.03240780739344
ORD563,PROD5,4,82.32381782797178
ORD564,PROD5,7,38.39819781650116
ORD565,PROD6,1,50.81211871925634
ORD566,PROD4,6,36.06162709898091
ORD567,PROD4,8,67.17527467692383
ORD568,PROD8,9,61.6299028792477
ORD569,PROD1,10,17.24722324376375
ORD570,PROD3,5,21.79449540745176
ORD571,PROD4,9,50.36156812307968
ORD572,PROD10,3,45.10423243309024
ORD573,PROD6,9,79.17101309245426
ORD574,PROD2,7,95.26460693616387
ORD575,PROD10,1,76.68360664602574
ORD576,PROD6,2,37.35475973238513
ORD577,PROD4,3,77.46677036753884
ORD578,PROD6,7,13.175750835252568
ORD579,PROD6,2,25.44864231091357
ORD580,PROD9,4,92.57863370271897
ORD581,PROD6,7,39.03722356043726
ORD582,PROD8,9,26.068011922077464
ORD583,PROD6,2,25.38139562338123
ORD584,PROD2,9,30.23656802614329
ORD585,PROD9,4,79.51383161064348
ORD586,PROD2,2,91.65831452666832
ORD587,PROD4,8,30.844389979212366
ORD588,PROD6,1,66.75307215363749
ORD589,PROD9,3,89.01355477815743
ORD590,PROD8,1,44.8319618881701
ORD591,PROD9,2,33.469043859962476
ORD592,PROD10,7,19.043449345795583
ORD593,PROD2,6,56.29466936552957
ORD594,PROD7,7,55.261742639026394
ORD595,PROD9,3,65.79910681198427
ORD596,PROD3,6,22.094143504398108
ORD597,PROD4,4,19.163197071886696
ORD598,PROD8,4,96.13115747345384
ORD599,PROD5,5,76.04796523185716
ORD600,PROD8,1,55.32299677623894
ORD601,PROD8,2,91.48150266222427
ORD602,PROD4,8,49.93833686639452
ORD603,PROD4,6,45.571430147190696
ORD604,PROD10,8,94.94596549370323
ORD605,PROD1,3,49.630632745990425
ORD606,PROD6,9,29.857217021095956
ORD607,PROD1,1,23.157509546478135
ORD608,PROD4,6,32.0768879494222
ORD609,PROD8,8,53.777947336590195
ORD610,PROD8,10,67.63252278328162
ORD611,PROD8,5,42.73479555188088
ORD612,PROD1,7,48.78682541796321
ORD613,PROD1,2,51.80161229196922
ORD614,PROD6,3,51.485115982882164
ORD615,PROD9,8,93.60095490702247
ORD616,PROD3,7,96.84957729795539
ORD617,PROD7,1,26.223519730607535
ORD618,PROD1,3,10.004306891604925
ORD619,PROD8,9,64.77295910864325
ORD620,PROD2,3,26.39990318699775
ORD621,PROD4,9,27.00218775927615
ORD622,PROD6,8,50.50364635362418
ORD623,PROD10,2,57.5605540535828
ORD624,PROD10,10,44.23103868115277
ORD625,PROD8,1,35.53720861854382
ORD626,PROD7,6,92.8167875604906
ORD627,PROD3,10,42.964576696194115
ORD628,PROD6,10,33.958042405238004
ORD629,PROD10,10,87.7368106639842
ORD630,PROD8,5,12.00997727233437
ORD631,PROD6,4,23.00165278582179
ORD632,PROD3,4,72.77356978289805
ORD633,PROD3,5,26.50009591299583
ORD634,PROD7,6,15.987727234981968
ORD635,PROD5,3,77.55685032238756
ORD636,PROD10,8,92.02259428886322
ORD637,PROD6,2,76.4654964469607
ORD638,PROD6,1,26.46825040549431
ORD639,PROD10,6,60.86586102119416
ORD640,PROD3,2,71.32267638624272
ORD641,PROD1,1,36.37705632565521
ORD642,PROD2,5,94.3051919486264
ORD643,PROD8,9,84.22823815688513
ORD644,PROD4,10,18.456317655065355
ORD645,PROD10,5,36.92004408216035
ORD646,PROD6,9,32.63225503941834
ORD647,PROD9,6,64.05329861694094
ORD648,PROD9,5,89.76198757442266
ORD649,PROD8,10,74.37750849015542
ORD650,PROD2,10,73.80724942276073
ORD651,PROD3,8,56.84021820520167
ORD652,PROD3,10,58.250347723934425
ORD653,PROD8,2,52.95931821111176
ORD654,PROD8,2,58.63215270686061
ORD655,PROD2,6,65.19389248652678
ORD656,PROD1,8,59.172272266280125
ORD657,PROD9,9,21.155232969701697
ORD658,PROD10,4,88.8257304463618
ORD659,PROD10,8,91.47813043456071
ORD660,PROD9,9,65.26521831026295
ORD661,PROD7,5,39.963606544090254
ORD662,PROD8,5,16.2252774994036
ORD663,PROD10,4,68.20773775101338
ORD664,PROD6,6,66.40448533699953
ORD665,PROD9,2,43.34724843230477
ORD666,PROD7,2,24.69405823032725
ORD667,PROD7,10,36.78106047118521
ORD668,PROD4,6,70.88596221570276
ORD669,PROD6,6,73.76802503533447
ORD670,PROD1,5,83.21098591409012
ORD671,PROD6,2,68.6545316425483
ORD672,PROD10,9,58.06689361557635
ORD673,PROD3,7,38.15175873411134
ORD674,PROD9,3,31.11913031348506
ORD675,PROD7,3,75.56080845492038
ORD676,PROD9,6,34.59125294090009
ORD677,PROD8,6,42.134988937217784
ORD678,PROD5,6,99.00957970362772
ORD679,PROD3,9,37.87205132622185
ORD680,PROD5,10,98.92625828969008
ORD681,PROD5,9,42.94515280592023
ORD682,PROD1,6,71.21727112524266
ORD683,PROD2,7,32.70989812418763
ORD684,PROD2,2,81.43662593908785
ORD685,PROD10,9,13.765753086135586
ORD686,PROD3,1,88.40528630746381
ORD687,PROD8,3,95.90371520287587
ORD688,PROD9,2,59.723085117369756
ORD689,PROD6,2,34.93807544779516
ORD690,PROD7,7,81.21424380548716
ORD691,PROD3,7,64.3986683760613
ORD692,PROD10,8,11.451757282910043
ORD693,PROD7,10,19.851008679615873
ORD694,PROD1,5,68.45329619317883
ORD695,PROD2,10,18.215193494698426
ORD696,PROD4,5,39.40092836385441
ORD697,PROD9,6,65.87055092686327
ORD698,PROD2,1,65.8093232933937
ORD699,PROD5,7,73.56141578551264
